Weight_kg,BMI,Protein_Intake,Dietary_Habits,Recommended_Meal_Plan
78,22.31,53,Vegan,High-Protein Diet
69,26.95,163,Vegetarian,Low-Fat Diet
76,32.89,153,Vegetarian,High-Protein Diet
57,21.19,56,Vegan,High-Protein Diet
110,48.89,148,Vegan,Low-Carb Diet
77,31.64,151,Vegetarian,High-Protein Diet
119,52.89,142,Regular,Balanced Diet
52,13.26,54,Regular,Low-Carb Diet
118,36.02,131,Vegan,High-Protein Diet
56,22.43,139,Vegetarian,High-Protein Diet
109,34.4,104,Regular,Low-Carb Diet
53,17.31,51,Vegan,High-Protein Diet
54,18.25,144,Vegetarian,Low-Fat Diet
60,15.94,138,Vegan,High-Protein Diet
64,17.36,71,Vegetarian,Low-Fat Diet
113,35.66,70,Regular,High-Protein Diet
62,17.73,64,Vegetarian,Balanced Diet
56,16.91,60,Keto,Low-Fat Diet
55,22.6,95,Keto,Low-Carb Diet
105,40.51,120,Regular,Balanced Diet
113,34.88,176,Regular,Balanced Diet
99,30.22,191,Vegetarian,High-Protein Diet
79,27.66,89,Keto,Balanced Diet
71,25.77,168,Regular,High-Protein Diet
74,21.62,119,Vegan,Low-Fat Diet
77,33.33,95,Vegan,Low-Carb Diet
88,39.11,121,Regular,Balanced Diet
116,29.29,85,Regular,Balanced Diet
54,17.43,105,Vegan,Low-Carb Diet
114,29.68,189,Regular,High-Protein Diet
64,17.92,126,Vegetarian,High-Protein Diet
116,35.02,68,Regular,Balanced Diet
89,31.16,199,Regular,Low-Carb Diet
118,44.41,61,Regular,Low-Carb Diet
92,26.88,81,Vegan,Low-Fat Diet
50,21.08,87,Regular,Balanced Diet
71,24.0,87,Keto,High-Protein Diet
111,29.49,129,Regular,Low-Fat Diet
75,27.89,61,Vegetarian,Low-Fat Diet
67,27.89,150,Regular,Balanced Diet
97,29.28,95,Regular,Balanced Diet
58,20.55,129,Vegetarian,Low-Fat Diet
50,19.05,118,Regular,Low-Carb Diet
58,18.31,120,Vegetarian,Balanced Diet
72,29.97,75,Vegetarian,High-Protein Diet
94,34.95,126,Vegetarian,Balanced Diet
51,18.73,95,Vegan,High-Protein Diet
63,21.05,194,Vegan,High-Protein Diet
87,29.41,175,Keto,Low-Fat Diet
89,22.93,184,Regular,Low-Carb Diet
112,44.3,155,Keto,Low-Fat Diet
65,18.01,113,Keto,Balanced Diet
55,15.24,168,Regular,High-Protein Diet
52,13.26,158,Vegan,Low-Carb Diet
63,22.86,174,Regular,Balanced Diet
115,29.33,168,Regular,Low-Carb Diet
116,31.14,102,Keto,High-Protein Diet
80,21.26,191,Regular,Low-Fat Diet
82,25.59,86,Regular,Low-Fat Diet
50,13.42,62,Regular,Low-Carb Diet
93,24.46,121,Vegetarian,Balanced Diet
64,25.32,101,Regular,Low-Carb Diet
86,30.47,150,Regular,Low-Carb Diet
76,23.99,197,Regular,Low-Fat Diet
97,42.54,117,Vegetarian,Balanced Diet
76,22.21,178,Regular,Low-Carb Diet
61,21.61,160,Regular,Balanced Diet
116,47.67,124,Regular,Balanced Diet
79,25.8,130,Vegetarian,High-Protein Diet
115,42.76,89,Keto,High-Protein Diet
56,14.58,197,Vegan,High-Protein Diet
83,23.74,84,Regular,Low-Carb Diet
81,35.06,128,Regular,Low-Fat Diet
88,25.17,190,Vegan,High-Protein Diet
92,33.79,139,Regular,Low-Carb Diet
92,40.35,62,Keto,Balanced Diet
52,16.05,97,Vegan,High-Protein Diet
95,30.32,99,Vegan,Balanced Diet
81,33.28,158,Vegan,High-Protein Diet
92,28.71,127,Regular,High-Protein Diet
52,14.11,101,Regular,Low-Fat Diet
112,46.02,147,Regular,Low-Fat Diet
89,26.0,165,Vegan,Low-Fat Diet
67,21.15,142,Keto,High-Protein Diet
116,38.76,76,Vegetarian,Low-Carb Diet
111,31.41,126,Vegan,Low-Carb Diet
59,25.2,116,Vegan,Low-Carb Diet
101,31.88,152,Keto,Low-Fat Diet
95,25.5,151,Keto,Balanced Diet
104,43.85,108,Regular,High-Protein Diet
95,29.98,129,Vegetarian,Balanced Diet
109,34.02,135,Regular,Low-Fat Diet
75,23.67,180,Regular,Balanced Diet
76,24.82,118,Vegan,Balanced Diet
87,30.82,128,Keto,Balanced Diet
71,23.18,64,Vegan,Low-Carb Diet
75,21.68,126,Vegetarian,Low-Carb Diet
118,38.09,195,Regular,Low-Carb Diet
84,26.22,59,Vegan,Low-Fat Diet
115,35.89,177,Keto,Low-Carb Diet
100,43.28,106,Vegan,Low-Fat Diet
67,18.17,52,Vegetarian,High-Protein Diet
92,37.8,112,Regular,Low-Fat Diet
61,15.56,118,Regular,Low-Carb Diet
52,20.83,147,Keto,Low-Carb Diet
56,15.51,174,Regular,High-Protein Diet
55,15.08,104,Regular,Low-Carb Diet
94,35.82,107,Regular,Balanced Diet
88,32.72,111,Regular,Low-Carb Diet
100,42.17,56,Vegan,Balanced Diet
58,18.31,68,Regular,Low-Carb Diet
72,21.27,167,Regular,Balanced Diet
61,19.69,68,Regular,Low-Carb Diet
111,35.83,130,Regular,High-Protein Diet
89,36.11,198,Vegetarian,Balanced Diet
103,31.44,156,Regular,Low-Fat Diet
56,19.61,50,Keto,Low-Carb Diet
66,26.11,131,Keto,Low-Fat Diet
99,37.72,73,Vegetarian,Balanced Diet
73,23.04,76,Regular,Balanced Diet
51,15.06,116,Keto,Low-Carb Diet
82,33.27,166,Regular,Low-Carb Diet
70,22.09,53,Vegan,High-Protein Diet
102,31.48,177,Keto,Low-Carb Diet
95,26.32,178,Keto,Low-Carb Diet
94,29.34,93,Regular,Low-Carb Diet
58,19.84,158,Regular,Balanced Diet
55,19.03,139,Keto,Low-Carb Diet
100,38.58,152,Regular,Low-Fat Diet
84,32.81,53,Keto,High-Protein Diet
102,44.73,182,Keto,High-Protein Diet
68,17.17,174,Regular,Low-Carb Diet
118,32.69,101,Vegetarian,Balanced Diet
74,32.45,60,Regular,Low-Fat Diet
60,17.92,180,Keto,High-Protein Diet
66,28.57,67,Regular,Low-Carb Diet
85,31.22,79,Regular,Balanced Diet
70,29.9,143,Regular,High-Protein Diet
67,22.65,194,Keto,Balanced Diet
109,27.52,129,Vegetarian,High-Protein Diet
67,23.46,82,Keto,Low-Carb Diet
50,16.51,160,Regular,Low-Fat Diet
63,19.66,115,Vegetarian,Low-Carb Diet
57,20.44,182,Regular,Low-Carb Diet
115,31.52,52,Keto,Low-Fat Diet
100,39.06,153,Keto,Balanced Diet
109,34.4,191,Keto,High-Protein Diet
83,30.12,171,Keto,High-Protein Diet
85,27.76,182,Regular,Low-Fat Diet
111,37.52,109,Regular,Low-Fat Diet
50,12.88,132,Regular,Low-Carb Diet
91,31.86,124,Regular,Low-Fat Diet
50,13.29,56,Regular,Low-Fat Diet
103,45.17,190,Keto,High-Protein Diet
96,32.08,164,Regular,Low-Carb Diet
88,27.16,161,Regular,Low-Carb Diet
79,25.5,189,Regular,Low-Carb Diet
56,24.56,80,Keto,Low-Fat Diet
71,26.72,64,Keto,Balanced Diet
99,42.29,146,Regular,Balanced Diet
94,23.98,60,Vegetarian,Balanced Diet
59,22.48,152,Regular,High-Protein Diet
63,18.41,58,Keto,Low-Carb Diet
95,28.06,101,Regular,Balanced Diet
55,14.77,189,Regular,Balanced Diet
70,28.4,132,Keto,High-Protein Diet
111,48.68,61,Keto,Balanced Diet
68,28.3,137,Regular,Balanced Diet
111,34.26,122,Vegan,Balanced Diet
102,40.35,189,Vegan,Balanced Diet
73,19.6,158,Regular,Low-Carb Diet
105,36.33,86,Vegan,Low-Carb Diet
111,30.43,182,Regular,Low-Fat Diet
83,32.83,58,Regular,Low-Carb Diet
71,24.0,197,Vegan,Balanced Diet
117,50.64,119,Regular,Low-Carb Diet
106,32.36,163,Vegetarian,High-Protein Diet
59,20.66,175,Vegetarian,Low-Carb Diet
115,45.49,190,Regular,Low-Fat Diet
57,17.99,129,Vegetarian,Low-Fat Diet
87,24.1,182,Regular,Balanced Diet
111,29.19,167,Keto,Low-Carb Diet
77,22.99,130,Keto,Low-Carb Diet
59,17.05,111,Vegan,High-Protein Diet
94,32.91,59,Regular,Low-Fat Diet
114,46.25,56,Keto,High-Protein Diet
116,47.67,188,Vegetarian,Low-Fat Diet
58,24.14,100,Vegetarian,Balanced Diet
54,21.09,113,Regular,Low-Carb Diet
59,15.84,80,Keto,High-Protein Diet
61,21.87,161,Regular,Low-Fat Diet
107,29.33,50,Keto,Low-Fat Diet
70,22.09,138,Regular,Low-Carb Diet
70,23.12,141,Regular,Low-Fat Diet
114,39.45,100,Regular,Low-Fat Diet
52,13.68,142,Vegetarian,High-Protein Diet
118,51.07,199,Vegetarian,Low-Carb Diet
113,40.52,95,Regular,High-Protein Diet
98,32.74,194,Keto,High-Protein Diet
66,17.18,62,Regular,Low-Carb Diet
81,23.16,129,Vegetarian,Low-Fat Diet
119,47.07,172,Keto,Balanced Diet
70,22.6,164,Keto,High-Protein Diet
56,21.6,125,Regular,Low-Fat Diet
56,23.01,162,Vegan,Low-Fat Diet
76,27.58,88,Regular,Balanced Diet
57,25.33,68,Regular,High-Protein Diet
77,19.44,110,Regular,Balanced Diet
115,37.55,145,Keto,Balanced Diet
96,35.69,182,Keto,High-Protein Diet
59,17.81,106,Regular,High-Protein Diet
82,23.7,96,Regular,Low-Carb Diet
56,14.58,128,Keto,High-Protein Diet
52,16.05,50,Keto,Balanced Diet
63,18.61,84,Regular,Low-Fat Diet
93,41.33,197,Keto,Low-Carb Diet
95,38.54,96,Regular,Low-Carb Diet
110,42.44,73,Regular,Low-Carb Diet
85,30.12,89,Regular,Low-Carb Diet
62,20.48,123,Keto,Balanced Diet
65,19.84,127,Vegan,High-Protein Diet
54,20.83,175,Regular,Balanced Diet
87,33.15,142,Keto,Balanced Diet
99,31.6,169,Regular,High-Protein Diet
87,38.67,187,Regular,Low-Carb Diet
105,43.7,166,Regular,Balanced Diet
112,45.44,51,Regular,Low-Carb Diet
97,41.44,72,Regular,Low-Fat Diet
108,45.54,131,Vegetarian,High-Protein Diet
93,30.72,188,Regular,Low-Carb Diet
104,35.57,150,Regular,High-Protein Diet
104,33.2,174,Regular,Low-Carb Diet
50,14.15,146,Vegetarian,Low-Fat Diet
57,19.27,112,Regular,High-Protein Diet
53,22.64,85,Regular,Low-Fat Diet
102,43.57,138,Regular,Low-Fat Diet
107,27.85,72,Vegan,Low-Fat Diet
86,29.76,112,Regular,High-Protein Diet
98,28.33,82,Vegan,Low-Fat Diet
116,32.13,68,Regular,High-Protein Diet
68,29.82,72,Regular,Low-Carb Diet
50,20.55,159,Regular,Balanced Diet
78,19.9,135,Regular,Low-Fat Diet
82,30.12,53,Keto,Low-Carb Diet
101,36.65,146,Vegan,Low-Fat Diet
90,31.51,133,Vegetarian,Low-Carb Diet
72,24.34,177,Vegetarian,Low-Carb Diet
54,16.12,145,Keto,Low-Carb Diet
106,41.41,161,Vegetarian,Low-Fat Diet
55,16.42,192,Vegetarian,Balanced Diet
98,29.59,170,Vegetarian,Balanced Diet
71,23.18,66,Keto,High-Protein Diet
53,23.24,199,Regular,Balanced Diet
113,38.2,74,Regular,Low-Fat Diet
86,23.82,63,Keto,High-Protein Diet
80,27.36,159,Regular,Low-Fat Diet
86,25.68,99,Regular,Low-Fat Diet
94,34.95,79,Keto,Low-Fat Diet
57,22.55,71,Regular,Balanced Diet
89,33.09,132,Regular,High-Protein Diet
54,14.8,151,Regular,Low-Carb Diet
77,24.3,53,Regular,Low-Fat Diet
58,19.61,121,Regular,Balanced Diet
51,18.51,94,Regular,High-Protein Diet
112,44.86,165,Keto,Balanced Diet
100,25.25,123,Regular,Low-Fat Diet
80,23.37,163,Vegan,Balanced Diet
56,22.43,77,Regular,Low-Carb Diet
79,29.02,134,Regular,Low-Fat Diet
107,31.26,114,Regular,Balanced Diet
52,13.4,147,Keto,Balanced Diet
100,30.19,188,Vegetarian,Low-Carb Diet
105,32.41,193,Regular,Low-Fat Diet
59,24.56,144,Regular,Balanced Diet
110,43.51,130,Regular,Low-Carb Diet
99,36.36,129,Regular,High-Protein Diet
96,41.01,50,Regular,Balanced Diet
50,17.1,79,Regular,Low-Carb Diet
106,40.39,172,Regular,Low-Fat Diet
87,31.96,76,Vegetarian,Low-Fat Diet
111,35.03,150,Keto,Balanced Diet
119,49.53,129,Vegetarian,Low-Carb Diet
114,37.22,137,Vegan,Low-Fat Diet
111,43.36,137,Regular,Low-Carb Diet
105,35.08,144,Keto,Low-Fat Diet
116,36.61,179,Regular,Low-Fat Diet
66,28.57,120,Vegetarian,High-Protein Diet
57,22.55,161,Vegetarian,Low-Fat Diet
109,48.44,136,Regular,Balanced Diet
89,24.14,142,Vegan,Balanced Diet
111,36.24,84,Vegetarian,Low-Carb Diet
90,34.72,143,Keto,Low-Fat Diet
61,22.96,163,Vegetarian,High-Protein Diet
103,34.02,128,Vegetarian,Balanced Diet
60,24.34,65,Regular,Balanced Diet
109,29.57,57,Vegetarian,Low-Carb Diet
117,49.98,110,Regular,Balanced Diet
95,30.32,141,Keto,High-Protein Diet
87,35.75,89,Vegan,Low-Fat Diet
110,43.51,134,Regular,Balanced Diet
66,19.28,76,Regular,Balanced Diet
115,50.44,134,Vegetarian,Low-Carb Diet
85,27.76,173,Vegetarian,Low-Carb Diet
56,14.14,168,Keto,High-Protein Diet
65,24.46,78,Regular,Balanced Diet
63,23.14,174,Vegetarian,Low-Carb Diet
74,20.07,168,Keto,Low-Fat Diet
53,14.53,73,Regular,Low-Fat Diet
78,28.31,134,Regular,High-Protein Diet
105,27.61,177,Keto,High-Protein Diet
55,18.81,185,Vegan,Balanced Diet
50,21.36,131,Regular,High-Protein Diet
88,31.18,196,Vegetarian,Low-Fat Diet
50,21.93,75,Vegan,Balanced Diet
112,31.69,119,Vegetarian,Low-Fat Diet
106,42.46,75,Vegan,Low-Carb Diet
116,41.1,141,Vegan,Balanced Diet
114,41.87,86,Regular,Low-Fat Diet
114,37.65,138,Keto,Low-Fat Diet
70,18.04,144,Regular,High-Protein Diet
79,28.33,55,Regular,Balanced Diet
82,27.72,114,Keto,Low-Carb Diet
97,33.56,153,Keto,Low-Carb Diet
71,27.73,186,Regular,High-Protein Diet
103,29.14,198,Vegetarian,Low-Carb Diet
53,14.68,116,Regular,Low-Fat Diet
104,44.43,182,Vegetarian,Balanced Diet
93,30.72,86,Regular,Balanced Diet
61,18.62,126,Regular,Low-Carb Diet
101,31.52,78,Vegan,Low-Fat Diet
114,30.29,141,Vegetarian,High-Protein Diet
114,37.22,98,Keto,High-Protein Diet
59,17.24,187,Keto,Low-Carb Diet
67,20.01,147,Regular,Low-Fat Diet
96,38.46,64,Vegetarian,High-Protein Diet
115,44.37,104,Vegetarian,Balanced Diet
98,42.98,104,Keto,High-Protein Diet
71,20.3,191,Vegetarian,High-Protein Diet
75,31.62,160,Regular,Low-Carb Diet
58,24.46,110,Regular,Low-Carb Diet
70,23.94,54,Keto,Low-Fat Diet
112,47.23,55,Regular,Balanced Diet
55,23.5,190,Regular,Low-Fat Diet
63,25.24,62,Regular,Low-Carb Diet
82,25.88,95,Vegan,Low-Carb Diet
73,24.96,146,Vegan,High-Protein Diet
100,32.28,177,Keto,Low-Fat Diet
51,20.17,198,Regular,Balanced Diet
64,23.51,121,Regular,High-Protein Diet
84,23.03,83,Vegetarian,High-Protein Diet
85,23.3,102,Regular,Low-Fat Diet
88,34.81,80,Keto,Low-Carb Diet
53,22.06,133,Vegan,Low-Fat Diet
113,28.82,137,Vegetarian,Low-Carb Diet
55,23.19,176,Keto,High-Protein Diet
106,44.12,124,Regular,Balanced Diet
79,20.56,191,Regular,Balanced Diet
116,38.31,133,Keto,Low-Carb Diet
64,16.16,149,Vegetarian,Balanced Diet
66,28.19,152,Regular,Low-Fat Diet
67,18.76,123,Regular,Low-Carb Diet
68,17.52,118,Vegetarian,High-Protein Diet
118,36.02,117,Regular,Balanced Diet
73,21.56,162,Vegetarian,Low-Carb Diet
97,38.37,197,Regular,Balanced Diet
79,23.59,175,Regular,Low-Carb Diet
64,18.7,92,Regular,Balanced Diet
96,39.96,182,Keto,Balanced Diet
93,25.23,142,Regular,Low-Fat Diet
76,19.99,159,Regular,Low-Carb Diet
113,41.51,135,Regular,High-Protein Diet
90,31.89,94,Regular,Low-Carb Diet
117,34.94,157,Vegan,Low-Fat Diet
54,17.84,120,Regular,High-Protein Diet
102,31.48,199,Regular,Low-Fat Diet
57,14.54,90,Vegetarian,Low-Carb Diet
71,19.67,107,Vegetarian,High-Protein Diet
56,20.32,77,Regular,High-Protein Diet
71,18.48,104,Regular,Low-Carb Diet
95,29.65,100,Vegan,High-Protein Diet
79,22.35,85,Vegetarian,High-Protein Diet
65,20.06,55,Vegetarian,Low-Fat Diet
54,19.13,100,Keto,Low-Carb Diet
116,34.26,171,Regular,High-Protein Diet
72,22.72,102,Keto,High-Protein Diet
110,48.89,188,Regular,High-Protein Diet
54,23.07,194,Vegetarian,Low-Carb Diet
72,22.98,95,Regular,Low-Fat Diet
74,26.53,131,Keto,Low-Fat Diet
57,18.61,126,Vegetarian,Low-Carb Diet
70,19.6,90,Regular,High-Protein Diet
51,18.07,100,Regular,High-Protein Diet
71,29.55,60,Keto,Low-Fat Diet
117,52.0,100,Regular,Low-Fat Diet
113,45.84,76,Keto,Balanced Diet
68,20.53,98,Vegetarian,Balanced Diet
102,27.67,65,Keto,High-Protein Diet
101,34.95,99,Regular,Balanced Diet
96,32.08,192,Vegan,Low-Fat Diet
103,34.02,63,Regular,Balanced Diet
93,24.21,75,Regular,Low-Carb Diet
56,15.19,89,Keto,Low-Carb Diet
50,17.72,67,Regular,Balanced Diet
112,35.35,159,Keto,High-Protein Diet
88,34.81,195,Vegetarian,Balanced Diet
68,26.23,50,Vegetarian,Low-Carb Diet
80,24.15,65,Keto,Balanced Diet
73,30.0,150,Vegetarian,Balanced Diet
118,42.82,198,Keto,Balanced Diet
114,45.09,168,Regular,Low-Fat Diet
82,25.31,180,Keto,Low-Carb Diet
108,44.95,57,Regular,Balanced Diet
82,29.76,148,Regular,Low-Fat Diet
81,20.45,67,Regular,High-Protein Diet
108,31.22,139,Regular,Low-Fat Diet
90,32.27,74,Regular,Balanced Diet
61,19.92,67,Keto,Balanced Diet
60,15.3,73,Vegetarian,Balanced Diet
68,24.98,118,Regular,Balanced Diet
103,41.79,123,Vegetarian,Low-Fat Diet
106,35.42,60,Keto,Low-Fat Diet
91,34.67,53,Vegan,Low-Carb Diet
80,25.25,59,Regular,Balanced Diet
101,30.83,150,Keto,Low-Carb Diet
51,17.04,61,Regular,Low-Carb Diet
87,31.96,123,Vegan,High-Protein Diet
81,31.64,189,Regular,Balanced Diet
59,18.01,182,Vegetarian,Low-Carb Diet
57,23.73,140,Regular,Low-Fat Diet
69,20.38,54,Keto,Low-Carb Diet
69,20.83,72,Keto,Low-Carb Diet
58,20.8,95,Regular,Balanced Diet
64,18.5,179,Vegetarian,Balanced Diet
112,42.68,175,Regular,High-Protein Diet
70,27.69,143,Vegan,Low-Fat Diet
54,15.61,123,Vegetarian,Low-Carb Diet
84,27.43,50,Regular,Low-Carb Diet
117,30.77,190,Regular,High-Protein Diet
97,35.2,85,Regular,High-Protein Diet
111,49.33,111,Regular,High-Protein Diet
84,27.74,112,Regular,Low-Carb Diet
119,35.53,116,Regular,Low-Fat Diet
70,19.81,157,Vegetarian,High-Protein Diet
88,34.81,65,Vegetarian,Low-Fat Diet
83,29.06,97,Vegetarian,Low-Fat Diet
64,26.3,160,Vegetarian,Balanced Diet
55,20.2,54,Regular,High-Protein Diet
115,33.24,87,Regular,Low-Fat Diet
105,33.14,130,Keto,Low-Carb Diet
98,37.81,131,Vegetarian,Balanced Diet
50,18.14,162,Keto,Low-Carb Diet
114,29.37,102,Regular,High-Protein Diet
77,26.96,103,Regular,High-Protein Diet
69,22.53,145,Keto,Low-Fat Diet
97,24.99,69,Keto,High-Protein Diet
114,40.39,104,Regular,High-Protein Diet
100,26.03,71,Vegan,Balanced Diet
92,35.49,100,Regular,Low-Fat Diet
98,33.91,189,Keto,Low-Fat Diet
74,20.28,103,Regular,Balanced Diet
90,26.87,102,Regular,Low-Fat Diet
113,46.43,137,Regular,Low-Carb Diet
110,29.23,87,Regular,Low-Carb Diet
61,18.02,152,Vegetarian,Balanced Diet
118,43.87,141,Vegan,Low-Fat Diet
63,28.0,189,Regular,Low-Carb Diet
83,27.1,144,Keto,Low-Carb Diet
97,28.65,141,Keto,High-Protein Diet
110,36.33,135,Regular,Low-Carb Diet
84,23.03,56,Keto,Low-Fat Diet
114,42.39,117,Regular,Low-Fat Diet
108,36.93,176,Vegetarian,Low-Carb Diet
85,35.38,174,Regular,High-Protein Diet
68,25.28,169,Vegetarian,High-Protein Diet
91,30.41,94,Regular,Low-Carb Diet
118,40.83,187,Regular,Balanced Diet
68,27.94,155,Regular,Low-Carb Diet
88,27.77,181,Keto,Low-Carb Diet
118,36.02,73,Regular,Low-Fat Diet
101,30.83,134,Regular,Balanced Diet
61,25.72,131,Vegan,Low-Fat Diet
96,41.01,121,Regular,High-Protein Diet
85,29.07,72,Regular,Low-Carb Diet
112,40.16,58,Vegan,High-Protein Diet
100,29.54,74,Regular,Low-Carb Diet
92,33.39,81,Regular,Balanced Diet
83,20.96,184,Regular,Low-Carb Diet
98,24.75,146,Regular,Balanced Diet
67,22.39,111,Vegetarian,Balanced Diet
110,48.24,194,Keto,Balanced Diet
106,40.39,135,Regular,Low-Fat Diet
54,20.08,107,Vegetarian,High-Protein Diet
73,30.78,78,Regular,Low-Fat Diet
113,48.91,105,Regular,Low-Carb Diet
108,31.22,166,Vegan,Low-Carb Diet
87,25.15,164,Regular,Balanced Diet
82,23.7,112,Vegan,Balanced Diet
59,25.54,96,Vegetarian,Balanced Diet
86,25.4,123,Regular,High-Protein Diet
60,20.28,64,Regular,Low-Fat Diet
73,23.3,169,Vegetarian,Low-Fat Diet
70,21.85,106,Vegetarian,Low-Carb Diet
69,24.74,184,Regular,Low-Carb Diet
59,17.24,151,Vegetarian,Low-Carb Diet
96,28.98,67,Vegetarian,Low-Carb Diet
96,31.35,131,Regular,Balanced Diet
64,16.49,55,Regular,Balanced Diet
93,26.04,92,Regular,Low-Fat Diet
111,40.28,90,Keto,High-Protein Diet
55,15.4,125,Vegan,Low-Fat Diet
115,47.26,100,Regular,Balanced Diet
53,21.5,110,Regular,Low-Carb Diet
72,22.22,143,Regular,Balanced Diet
62,23.92,68,Vegan,Balanced Diet
80,20.61,170,Regular,High-Protein Diet
65,20.06,70,Regular,Low-Fat Diet
90,24.16,129,Vegan,Low-Fat Diet
50,17.72,120,Regular,Low-Fat Diet
61,24.13,103,Vegan,Low-Carb Diet
105,29.71,155,Regular,Low-Fat Diet
99,38.19,132,Regular,High-Protein Diet
69,24.16,75,Regular,Low-Fat Diet
115,33.24,189,Keto,High-Protein Diet
85,21.9,54,Vegetarian,High-Protein Diet
87,24.1,75,Vegan,High-Protein Diet
71,29.17,182,Keto,Balanced Diet
110,41.4,131,Vegan,Low-Carb Diet
99,38.67,55,Vegetarian,Low-Fat Diet
108,44.38,50,Regular,Balanced Diet
69,21.78,124,Keto,Low-Carb Diet
85,33.62,175,Vegetarian,Low-Carb Diet
64,20.2,129,Keto,Low-Fat Diet
111,44.46,139,Vegetarian,Balanced Diet
52,15.19,98,Regular,Low-Fat Diet
54,13.91,131,Vegan,Low-Fat Diet
105,41.53,86,Regular,Low-Carb Diet
80,28.34,139,Vegan,Low-Carb Diet
84,25.93,50,Keto,Balanced Diet
119,43.18,86,Regular,Low-Fat Diet
75,30.04,68,Regular,High-Protein Diet
50,13.29,163,Regular,Low-Carb Diet
56,16.91,105,Regular,Low-Carb Diet
85,25.38,116,Regular,Low-Carb Diet
74,19.66,84,Regular,High-Protein Diet
108,36.09,133,Regular,Balanced Diet
110,44.06,75,Keto,High-Protein Diet
78,32.05,71,Regular,Low-Fat Diet
67,24.61,191,Regular,Low-Fat Diet
90,31.89,66,Vegetarian,Low-Fat Diet
68,19.24,108,Regular,Low-Carb Diet
53,22.06,138,Vegetarian,Low-Fat Diet
114,28.79,108,Regular,High-Protein Diet
90,35.16,129,Vegetarian,Low-Fat Diet
64,24.69,179,Regular,Low-Fat Diet
103,28.23,139,Keto,Low-Fat Diet
113,43.06,171,Vegetarian,Balanced Diet
64,24.69,61,Keto,Low-Fat Diet
99,34.26,59,Regular,High-Protein Diet
71,28.08,169,Regular,Low-Carb Diet
67,23.46,51,Keto,Low-Fat Diet
51,12.88,65,Keto,High-Protein Diet
85,24.84,155,Vegetarian,Low-Fat Diet
69,22.02,172,Regular,Balanced Diet
65,21.72,85,Keto,Low-Carb Diet
116,48.91,183,Keto,Balanced Diet
79,22.84,154,Vegetarian,High-Protein Diet
104,40.12,150,Regular,High-Protein Diet
115,33.97,144,Regular,Balanced Diet
75,21.0,154,Vegan,High-Protein Diet
106,46.49,179,Keto,Balanced Diet
118,29.8,184,Vegan,High-Protein Diet
51,14.13,70,Regular,Low-Fat Diet
105,27.9,157,Keto,Balanced Diet
111,31.41,92,Regular,Balanced Diet
83,22.75,126,Regular,High-Protein Diet
105,42.06,185,Regular,Low-Fat Diet
104,35.57,166,Vegan,Low-Fat Diet
69,17.96,191,Vegetarian,High-Protein Diet
99,41.74,126,Vegetarian,Low-Fat Diet
74,28.55,60,Regular,Low-Fat Diet
74,32.89,59,Regular,Balanced Diet
102,27.38,104,Regular,Balanced Diet
63,21.55,51,Vegan,Low-Fat Diet
109,31.17,50,Vegetarian,Balanced Diet
92,32.6,96,Regular,Low-Carb Diet
111,40.77,140,Regular,High-Protein Diet
118,36.42,132,Regular,High-Protein Diet
112,48.48,67,Vegetarian,Balanced Diet
51,17.24,84,Keto,Balanced Diet
103,28.23,170,Vegetarian,High-Protein Diet
65,23.31,111,Regular,Balanced Diet
104,33.96,74,Keto,Balanced Diet
92,35.06,156,Keto,Low-Carb Diet
110,39.44,164,Regular,High-Protein Diet
87,37.66,129,Regular,Low-Carb Diet
94,31.77,196,Regular,Low-Carb Diet
100,43.28,166,Vegetarian,Balanced Diet
91,30.06,118,Regular,Balanced Diet
73,23.57,147,Regular,Low-Fat Diet
79,21.21,59,Vegetarian,Low-Carb Diet
86,27.76,157,Regular,Balanced Diet
102,28.86,74,Vegetarian,Low-Fat Diet
112,36.99,164,Regular,Low-Carb Diet
60,20.05,76,Vegetarian,Low-Carb Diet
72,29.21,59,Regular,Low-Carb Diet
99,39.66,88,Regular,Low-Fat Diet
104,27.35,184,Keto,Low-Carb Diet
104,30.06,64,Keto,High-Protein Diet
53,16.54,163,Keto,High-Protein Diet
103,36.49,190,Keto,Low-Fat Diet
110,40.4,82,Vegan,High-Protein Diet
54,18.04,148,Regular,Low-Fat Diet
67,17.99,153,Regular,Low-Carb Diet
93,32.18,60,Vegan,Low-Carb Diet
80,23.37,198,Regular,Balanced Diet
70,19.6,93,Regular,High-Protein Diet
96,27.16,119,Regular,Balanced Diet
79,20.56,171,Vegetarian,Low-Fat Diet
104,43.29,150,Keto,High-Protein Diet
117,49.33,178,Vegetarian,Balanced Diet
118,44.41,178,Keto,Balanced Diet
90,23.91,191,Regular,Low-Fat Diet
94,25.77,136,Regular,High-Protein Diet
79,19.95,170,Regular,Low-Fat Diet
94,40.16,184,Keto,High-Protein Diet
94,38.14,197,Vegetarian,Balanced Diet
94,31.41,133,Keto,Balanced Diet
104,40.62,58,Vegetarian,Balanced Diet
108,39.19,60,Regular,Low-Fat Diet
54,13.64,55,Regular,Low-Fat Diet
81,28.03,108,Regular,High-Protein Diet
55,17.96,159,Vegan,Low-Fat Diet
75,20.35,67,Regular,Low-Fat Diet
86,22.16,176,Regular,Low-Carb Diet
62,16.64,78,Regular,Balanced Diet
118,31.35,178,Regular,Low-Carb Diet
